Track Name,Album Name,Album Release Date,Total Tracks on Album,Popularity,Artists,Duration (ms),Track Number,Sentiment,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo
When We Were Young,Pop Evil,2/16/18,11,41,"Pop Evil,",263776,9,0.124444444,0,1,4,0.000139,0.401,0.811,0.0304,0.104,-4.474,0.0631,0.462,164.236
Birds of Prey,Pop Evil,2/16/18,11,35,"Pop Evil,",192037,10,-0.090909091,8,1,4,0.00077,0.559,0.946,6.96E-06,0.34,-3.263,0.0724,0.574,146.012
Rewind,Pop Evil,2/16/18,11,41,"Pop Evil,",231009,11,0.046979866,4,0,4,0.312,0.593,0.741,0,0.252,-4.505,0.0283,0.46,135.987
Electrified Love,Katalogue,11/11/11,32,20,"Kashmir,",274120,1,0,7,1,4,0.000195,0.303,0.835,5.90E-06,0.241,-5.746,0.0493,0.229,166.018
Still Boy,Katalogue,11/11/11,32,24,"Kashmir,",312013,2,-0.118181818,11,0,4,0.0121,0.515,0.707,0.0234,0.0806,-6.572,0.0321,0.245,147.995
Mouthful Of Wasps,Katalogue,11/11/11,32,30,"Kashmir,",315586,3,0.011363636,7,0,4,0.00331,0.513,0.786,0.00286,0.357,-7.73,0.0356,0.334,133.325
Bewildered In The City,Katalogue,11/11/11,32,21,"Kashmir,",388800,4,0.086419753,2,1,3,0.631,0.145,0.675,0.127,0.114,-7.499,0.0608,0.112,84.607
Pursuit Of Misery,Katalogue,11/11/11,32,20,"Kashmir,",247333,5,0.036363636,7,0,4,0.000683,0.384,0.912,0.0836,0.136,-6.199,0.0465,0.163,93.856
Break Of The Avalanche - Studio Outtake / Non-album track,Katalogue,11/11/11,32,17,"Kashmir,",405680,6,,7,0,3,0.172,0.44,0.423,0.0162,0.123,-9.404,0.0264,0.109,136.807
Splittet Til Atomer,Katalogue,11/11/11,32,33,"Kashmir,",174280,7,0.043478261,0,1,4,0.199,0.349,0.572,0.256,0.121,-8.611,0.0277,0.135,182.113
The Cynic,Katalogue,11/11/11,32,22,"Kashmir,",262560,8,0.026666667,5,1,4,1.11E-05,0.24,0.575,0.0387,0.0532,-6.622,0.0378,0.318,166.836
Kalifornia,Katalogue,11/11/11,32,22,"Kashmir,",322960,9,-0.163636364,11,0,4,0.00158,0.461,0.766,0.748,0.116,-6.113,0.0386,0.159,148.043
The Curse Of Being A Girl,Katalogue,11/11/11,32,22,"Kashmir,",219093,10,-0.098901099,7,1,4,1.23E-05,0.236,0.818,0.845,0.0874,-5.324,0.0351,0.367,180.2
She's Made Of Chalk,Katalogue,11/11/11,32,18,"Kashmir,",305560,11,-0.008196721,11,0,4,0.000228,0.547,0.756,0.0664,0.0651,-8.333,0.035,0.403,147.616
Supergirl - Demonstrations Skizze,Katalogue,11/11/11,32,16,"Kashmir,",237680,12,-0.235294118,0,1,4,7.58E-05,0.617,0.569,0.518,0.146,-7.079,0.0287,0.643,125.949
Rocket Brothers,Katalogue,11/11/11,32,21,"Kashmir,",326106,13,-0.069306931,2,1,4,0.000589,0.297,0.646,0.0376,0.332,-9.565,0.0285,0.409,169.645
The Aftermath,Katalogue,11/11/11,32,24,"Kashmir,",260866,14,0.053333333,10,1,4,0.0675,0.404,0.547,0.000282,0.11,-8.174,0.0249,0.164,82.506
Cellophane,Katalogue,11/11/11,32,18,"Kashmir,",273280,15,-0.138888889,7,1,4,0.689,0.227,0.207,1.41E-06,0.686,-12.693,0.0321,0.0895,78.206
Surfing The Warm Industry,Katalogue,11/11/11,32,19,"Kashmir,",265253,16,-0.17721519,7,1,4,6.40E-05,0.418,0.629,0.767,0.128,-8.604,0.0387,0.353,175.806
In The Sand,Katalogue,11/11/11,32,19,"Kashmir,",193413,17,-0.055555556,7,1,4,0.0664,0.621,0.318,0.0753,0.109,-11.936,0.0301,0.271,79.918
Evermore - unrealeased track,Katalogue,11/11/11,32,16,"Kashmir,",340093,18,,5,1,4,0.752,0.266,0.306,0.0044,0.0582,-10.538,0.046,0.1,62.572
Graceland,Katalogue,11/11/11,32,19,"Kashmir,",282706,19,0.145833333,7,1,4,0.18,0.494,0.502,0.0179,0.13,-8.243,0.0293,0.206,110.758
Make It Grand,Katalogue,11/11/11,32,16,"Kashmir,",274146,20,0.04,6,0,4,0.117,0.569,0.482,0.000814,0.103,-10.295,0.0263,0.175,98.97
Miss You,Katalogue,11/11/11,32,18,"Kashmir,",270720,21,-0.022222222,7,1,4,0.00217,0.481,0.613,0.000633,0.0798,-8.946,0.0303,0.339,88.454
"Mom In Love, Daddy In Space",Katalogue,11/11/11,32,17,"Kashmir,",270880,22,0.252873563,9,0,4,0.0253,0.162,0.434,2.34E-05,0.102,-8.687,0.0295,0.125,182.718
Lampshade,Katalogue,11/11/11,32,18,"Kashmir,",364240,23,0.104651163,9,1,4,0.301,0.313,0.298,0,0.0689,-10.082,0.0395,0.197,52.548
Little & The Vaste,Katalogue,11/11/11,32,13,"Kashmir,",256666,24,-0.083333333,9,0,4,0.158,0.637,0.413,0.0991,0.0765,-11.022,0.0492,0.229,90.025
Vote 4 Dick Taid,Katalogue,11/11/11,32,15,"Kashmir,",265560,25,-0.086956522,7,1,3,0.031,0.463,0.898,7.62E-05,0.193,-5.824,0.0852,0.631,112.389
Bring Back Superman,Katalogue,11/11/11,32,13,"Kashmir,",239760,26,-0.290322581,9,1,4,0.00914,0.45,0.745,1.71E-06,0.106,-6.16,0.0387,0.252,74.778
Gloom,Katalogue,11/11/11,32,13,"Kashmir,",239600,27,-0.253333333,4,1,4,0.0282,0.474,0.425,0.000137,0.169,-6.56,0.0243,0.182,88.693
Leather Crane,Katalogue,11/11/11,32,13,"Kashmir,",330600,28,0.029411765,9,0,4,0.00524,0.387,0.734,0,0.185,-6.296,0.0674,0.465,139.022
Rose - a,Katalogue,11/11/11,32,13,"Kashmir,",302933,29,0.081632653,4,1,4,0.111,0.338,0.559,0.00365,0.0853,-8.696,0.0307,0.223,172.909
The Story Of Jamie Fame Flame,Katalogue,11/11/11,32,14,"Kashmir,",203346,30,-0.070866142,11,0,4,0.0529,0.559,0.66,2.36E-05,0.194,-7.798,0.0405,0.701,94.465
Art Of Me,Katalogue,11/11/11,32,11,"Kashmir,",298466,31,0.117241379,4,1,4,0.00592,0.579,0.769,0.00285,0.151,-7.936,0.079,0.684,108.322
"Child Of A Distant Cult - Live fra DM I Rock, Montmartre å«93",Katalogue,11/11/11,32,10,"Kashmir,",271640,32,,9,1,4,0.146,0.397,0.867,0.00363,0.597,-8.177,0.137,0.49,149.911
Last Chance,Get Born,9/15/03,13,33,"Jet,",112266,1,0.363636364,11,0,4,0.000568,0.547,0.904,0.00374,0.355,-4.19,0.0775,0.748,146.945
Are You Gonna Be My Girl,Get Born,9/15/03,13,73,"Jet,",213800,2,0.1875,2,1,4,0.00148,0.613,0.953,0.000582,0.152,-3.435,0.0855,0.537,105.046
Rollover D.J.,Get Born,9/15/03,13,42,"Jet,",196600,3,0.060606061,0,1,4,0.000309,0.489,0.918,8.59E-06,0.102,-3.762,0.0513,0.63,133.554
Look What You've Done,Get Born,9/15/03,13,59,"Jet,",230880,4,0,0,1,4,0.414,0.398,0.547,0.00143,0.146,-6.846,0.0261,0.305,73.396
Get What You Need,Get Born,9/15/03,13,35,"Jet,",247653,5,0.054263566,11,1,4,0.000127,0.531,0.843,0.0168,0.268,-4.671,0.0438,0.689,133.143
Move On,Get Born,9/15/03,13,39,"Jet,",260533,6,0.059701493,7,1,4,0.244,0.521,0.452,2.56E-06,0.315,-5.722,0.0348,0.135,135.649
Radio Song,Get Born,9/15/03,13,29,"Jet,",272026,7,0.015873016,0,1,4,0.00776,0.392,0.477,0.0293,0.0938,-5.477,0.0277,0.33,136.576
Get Me Outta Here,Get Born,9/15/03,13,33,"Jet,",176173,8,-0.034090909,2,1,4,6.74E-05,0.465,0.946,0.00951,0.748,-3.771,0.0552,0.721,142.77
Cold Hard Bitch,Get Born,9/15/03,13,57,"Jet,",243200,9,-0.254098361,2,1,4,0.000219,0.458,0.895,0.000394,0.106,-3.972,0.0681,0.357,130.327
Come Around Again,Get Born,9/15/03,13,31,"Jet,",270400,10,0.064814815,7,1,4,0.13,0.514,0.53,3.65E-05,0.116,-7.02,0.0265,0.225,128.109
Take It Or Leave It,Get Born,9/15/03,13,29,"Jet,",142800,11,0.129032258,2,1,4,1.33E-05,0.304,0.949,0.918,0.0732,-3.076,0.0626,0.333,171.212
Lazy Gun,Get Born,9/15/03,13,29,"Jet,",282093,12,-0.086206897,2,1,4,0.00268,0.321,0.647,7.28E-05,0.276,-4.96,0.0466,0.343,128.686
Timothy,Get Born,9/15/03,13,30,"Jet,",270080,13,-0.289855072,2,1,4,0.274,0.456,0.359,0,0.112,-7.744,0.0269,0.202,134.171
Ocean Floor,Nothing More,6/23/14,17,40,"Nothing More,",59506,1,-0.033333333,9,0,4,0.204,0.545,0.737,0.00578,0.58,-15.851,0.336,0.303,110.074
This Is The Time (Ballast),Nothing More,6/23/14,17,54,"Nothing More,",220413,2,-0.078125,11,0,4,7.66E-06,0.531,0.979,0.0196,0.0944,-4.686,0.0663,0.472,110.023
Christ Copyright,Nothing More,6/23/14,17,41,"Nothing More,",197666,3,0.141025641,7,1,4,6.23E-05,0.424,0.949,8.84E-06,0.446,-6.031,0.142,0.346,162.012
Mr. MTV,Nothing More,6/23/14,17,47,"Nothing More,",239906,4,-0.145038168,2,0,4,0.000311,0.196,0.871,0.00103,0.0714,-5.889,0.0693,0.361,70.124
First Punch,Nothing More,6/23/14,17,41,"Nothing More,",202946,5,-0.146666667,0,1,4,0.000198,0.451,0.912,0,0.116,-6.281,0.0466,0.693,166.103
Gyre,Nothing More,6/23/14,17,36,"Nothing More,",177240,6,0,8,1,4,0.618,0.351,0.563,0.472,0.133,-9.242,0.0465,0.118,157.857
The Matthew Effect,Nothing More,6/23/14,17,40,"Nothing More,",196000,7,-0.029411765,1,1,4,0.000212,0.507,0.902,0.000251,0.159,-5.587,0.0808,0.536,157.981
I'll Be OK,Nothing More,6/23/14,17,49,"Nothing More,",286093,8,0.211538462,4,0,4,0.00902,0.435,0.644,0.000459,0.081,-8.23,0.0481,0.322,142.196
Here's To The Heartache,Nothing More,6/23/14,17,50,"Nothing More,",257093,9,-0.048387097,5,1,3,0.00113,0.165,0.919,0,0.395,-5.321,0.143,0.306,83.382
If I Were,Nothing More,6/23/14,17,46,"Nothing More,",212293,10,-0.1640625,2,0,4,0.000575,0.448,0.925,0,0.379,-5.313,0.103,0.404,76.148
Friendly Fire,Nothing More,6/23/14,17,41,"Nothing More,",223000,11,-0.064102564,8,1,3,0.000175,0.396,0.938,1.07E-05,0.646,-4.977,0.124,0.314,161.929
Sex & Lies,Nothing More,6/23/14,17,40,"Nothing More,",253906,12,-0.090909091,2,1,3,0.00108,0.501,0.889,0.00138,0.311,-5.808,0.0658,0.328,103.643
Surface Flames,Nothing More,6/23/14,17,36,"Nothing More,",140960,13,0.111111111,5,0,1,0.00159,0.306,0.688,0.815,0.26,-10.98,0.143,0.414,160.218
Take A Bullet,Nothing More,6/23/14,17,37,"Nothing More,",236453,14,-0.134146341,1,1,3,0.000638,0.308,0.919,0.0129,0.08,-5.748,0.161,0.133,119.769
Jenny,Nothing More,6/23/14,17,57,"Nothing More,",236600,15,0.012578616,11,0,4,0.00107,0.525,0.914,1.51E-05,0.545,-7.967,0.164,0.199,105.955
God Went North,Nothing More,6/23/14,17,41,"Nothing More,",369333,16,0.25,7,0,3,0.0666,0.401,0.65,0.000118,0.113,-8.446,0.0391,0.0679,142.047
Pyre,Nothing More,6/23/14,17,34,"Nothing More,",594562,17,0.033492823,2,1,3,0.265,0.22,0.717,0.751,0.184,-14.444,0.519,0.0818,67.758
Everything Zen - Remastered,Sixteen Stone (Remastered),12/6/94,12,4,"Bush,",278133,1,,0,1,4,0.00034,0.482,0.85,0.00211,0.124,-4.397,0.0473,0.394,134.21
Swim - Remastered,Sixteen Stone (Remastered),12/6/94,12,0,"Bush,",295666,2,,11,0,3,6.24E-05,0.49,0.716,0.051,0.284,-5.205,0.0328,0.187,98.87
Bomb - Remastered,Sixteen Stone (Remastered),12/6/94,12,0,"Bush,",202840,3,,0,1,4,0.00153,0.261,0.482,0.192,0.205,-6.777,0.0321,0.216,107.073
Little Things - Remastered,Sixteen Stone (Remastered),12/6/94,12,1,"Bush,",264226,4,,7,1,4,0.00014,0.367,0.945,0,0.169,-3.252,0.0705,0.216,112.63
Comedown - Remastered,Sixteen Stone (Remastered),12/6/94,12,4,"Bush,",326666,5,,11,0,4,0.000105,0.469,0.806,0.000191,0.12,-5.004,0.0568,0.386,139.637
Body - Remastered,Sixteen Stone (Remastered),12/6/94,12,0,"Bush,",342800,6,,4,0,4,2.96E-05,0.408,0.861,0.0244,0.0673,-4.713,0.0444,0.149,93.236
Machinehead - Remastered,Sixteen Stone (Remastered),12/6/94,12,7,"Bush,",256333,7,,9,1,4,2.27E-05,0.232,0.929,0.00329,0.131,-4.417,0.0949,0.175,112.848
Testosterone - Remastered,Sixteen Stone (Remastered),12/6/94,12,0,"Bush,",259733,8,,0,1,4,2.81E-05,0.409,0.631,0.00392,0.0985,-5.037,0.0338,0.526,152.883
Monkey - Remastered,Sixteen Stone (Remastered),12/6/94,12,0,"Bush,",240773,9,,9,0,4,7.82E-06,0.396,0.886,0.000954,0.101,-3.828,0.0655,0.319,113.166
Glycerine - Remastered,Sixteen Stone (Remastered),12/6/94,12,19,"Bush,",266493,10,,5,1,4,0.0325,0.427,0.337,0.00215,0.0872,-11.38,0.0324,0.0849,114.075
Alien - Remastered,Sixteen Stone (Remastered),12/6/94,12,0,"Bush,",394333,11,,9,1,4,0.00426,0.235,0.365,0.0248,0.111,-7.562,0.036,0.0735,129.891
X-Girlfriend - Remastered,Sixteen Stone (Remastered),12/6/94,12,0,"Bush,",45066,12,,4,1,5,2.05E-05,0.352,0.968,0.0169,0.0537,-3.718,0.0439,0.801,95.938
Thriller,Infinity On High (Deluxe Edition),1/1/07,19,2,"Fall Out Boy,",209720,1,-0.137142857,2,1,4,0.00734,0.375,0.901,1.68E-06,0.315,-3.388,0.106,0.327,178.895
"""The Take Over, The Breaks Over""",Infinity On High (Deluxe Edition),1/1/07,19,6,"Fall Out Boy,",213586,2,-0.071428571,9,1,4,0.00614,0.609,0.917,1.96E-05,0.0775,-2.563,0.0477,0.67,149.948
"This Ain't A Scene, It's An Arms Race",Infinity On High (Deluxe Edition),1/1/07,19,11,"Fall Out Boy,",212040,3,0.091428571,9,1,4,0.000747,0.435,0.887,0,0.0327,-4.07,0.0636,0.408,199.935
I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),Infinity On High (Deluxe Edition),1/1/07,19,3,"Fall Out Boy,",211720,4,0.083916084,1,1,4,0.00301,0.529,0.8,1.17E-05,0.102,-3.79,0.0318,0.498,96.81
Hum Hallelujah,Infinity On High (Deluxe Edition),1/1/07,19,3,"Fall Out Boy,",230506,5,0.284883721,2,1,4,0.00784,0.466,0.957,0,0.48,-3.302,0.0637,0.657,183.959
Golden,Infinity On High (Deluxe Edition),1/1/07,19,1,"Fall Out Boy,",152400,6,-0.083333333,8,1,4,0.835,0.35,0.411,0.0017,0.118,-7.403,0.0275,0.163,179.68
Thnks fr th Mmrs,Infinity On High (Deluxe Edition),1/1/07,19,19,"Fall Out Boy,",203506,7,0.429292929,10,0,4,0.00511,0.459,0.891,0,0.106,-5.057,0.0623,0.588,154.837
Don't You Know Who I Think I Am?,Infinity On High (Deluxe Edition),1/1/07,19,1,"Fall Out Boy,",171960,8,0.037735849,1,1,4,0.00136,0.448,0.949,5.59E-06,0.017,-2.57,0.0854,0.863,162.889
The (After) Life Of The Party,Infinity On High (Deluxe Edition),1/1/07,19,1,"Fall Out Boy,",201706,9,-0.426229508,5,1,4,0.0052,0.503,0.911,3.84E-06,0.0714,-4.935,0.0502,0.458,141.9
The Carpal Tunnel Of Love,Infinity On High (Deluxe Edition),1/1/07,19,1,"Fall Out Boy,",203840,10,0.146341463,2,0,4,0.00184,0.466,0.941,7.90E-06,0.34,-2.82,0.0497,0.599,140.765
Bang The Doldrums,Infinity On High (Deluxe Edition),1/1/07,19,2,"Fall Out Boy,",211333,11,0.146496815,1,1,4,0.000251,0.573,0.949,1.25E-06,0.088,-3.469,0.0484,0.69,128.406
Fame < Infamy,Infinity On High (Deluxe Edition),1/1/07,19,1,"Fall Out Boy,",186026,12,0.084210526,5,0,4,0.000193,0.407,0.969,0.000113,0.19,-2.908,0.0856,0.647,168.891
"You're Crashing, But You're No Wave",Infinity On High (Deluxe Edition),1/1/07,19,1,"Fall Out Boy,",222200,13,-0.167539267,2,0,4,0.000747,0.533,0.949,1.92E-06,0.254,-3.43,0.0388,0.534,107.919
I've Got All This Ringing In My Ears And None On My Fingers,Infinity On High (Deluxe Edition),1/1/07,19,1,"Fall Out Boy,",246533,14,-0.38372093,11,1,4,0.0192,0.583,0.922,3.19E-05,0.614,-3.843,0.0387,0.4,101.989
G.I.N.A.S.F.S.,Infinity On High (Deluxe Edition),1/1/07,19,1,"Fall Out Boy,",195093,1,0.06626506,2,1,4,0.00152,0.378,0.961,4.87E-06,0.189,-3.069,0.0892,0.727,178.064
"It's Hard To Say ""I Do"", When I Don't",Infinity On High (Deluxe Edition),1/1/07,19,1,"Fall Out Boy,",203666,2,-0.075342466,10,1,4,0.0196,0.42,0.949,0,0.284,-3.902,0.0823,0.594,163.945
"Dance, Dance - Live From Hammersmith Palais",Infinity On High (Deluxe Edition),1/1/07,19,0,"Fall Out Boy,",194200,3,,7,1,4,0.00111,0.57,0.922,0,0.346,-4.468,0.144,0.464,117.539
"This Ain't A Scene, It's An Arms Race - Live From Hammersmith Palais",Infinity On High (Deluxe Edition),1/1/07,19,0,"Fall Out Boy,",203613,4,,5,1,4,0.0204,0.511,0.904,0,0.913,-4.893,0.0905,0.333,104.426
Thriller - Live From Hammersmith Palais,Infinity On High (Deluxe Edition),1/1/07,19,0,"Fall Out Boy,",212026,5,,9,1,4,0.012,0.366,0.967,0,0.756,-5.08,0.128,0.175,93.418
Come Together - Remastered,Abbey Road (Remastered),9/26/69,17,26,"The Beatles,",259946,1,,9,0,4,0.0302,0.533,0.376,0.248,0.0926,-11.913,0.0393,0.187,165.007
Something - Remastered,Abbey Road (Remastered),9/26/69,17,17,"The Beatles,",182293,2,,0,1,4,0.198,0.396,0.338,2.62E-06,0.138,-10.872,0.0304,0.377,133.522
Maxwell's Silver Hammer - Remastered,Abbey Road (Remastered),9/26/69,17,7,"The Beatles,",207920,3,,2,1,4,0.629,0.764,0.426,0.000119,0.132,-11.045,0.0405,0.726,131.12
Oh! Darling - Remastered,Abbey Road (Remastered),9/26/69,17,14,"The Beatles,",207240,4,,4,1,3,0.0126,0.422,0.656,0.0279,0.268,-8.412,0.0397,0.549,173.93
Octopus's Garden - Remastered,Abbey Road (Remastered),9/26/69,17,10,"The Beatles,",170720,5,,1,0,4,0.155,0.626,0.512,4.65E-05,0.215,-9.15,0.0247,0.73,92.225
I Want You (She's So Heavy) - Remastered,Abbey Road (Remastered),9/26/69,17,9,"The Beatles,",467320,6,,2,0,4,0.0233,0.37,0.515,0.205,0.0966,-9.487,0.0321,0.42,115.732
Here Comes The Sun - Remastered,Abbey Road (Remastered),9/26/69,17,33,"The Beatles,",185733,7,,9,1,4,0.0339,0.557,0.54,0.00248,0.179,-10.484,0.0347,0.394,129.171
Because - Remastered,Abbey Road (Remastered),9/26/69,17,9,"The Beatles,",165666,8,,2,1,4,0.754,0.328,0.249,5.77E-06,0.134,-11.777,0.0272,0.162,81.257
You Never Give Me Your Money - Remastered,Abbey Road (Remastered),9/26/69,17,8,"The Beatles,",242973,9,,0,1,3,0.345,0.335,0.416,0.136,0.116,-11.051,0.0348,0.223,174.464
Sun King - Remastered,Abbey Road (Remastered),9/26/69,17,5,"The Beatles,",146266,10,,2,1,4,0.284,0.483,0.177,0.499,0.116,-17.629,0.0277,0.192,74.994
Mean Mr Mustard - Remastered,Abbey Road (Remastered),9/26/69,17,5,"The Beatles,",66533,11,,4,1,4,0.0699,0.676,0.596,1.96E-05,0.351,-9.107,0.0272,0.97,100.687
Polythene Pam - Remastered,Abbey Road (Remastered),9/26/69,17,4,"The Beatles,",72640,12,,11,0,4,0.00472,0.474,0.939,0.674,0.19,-8.884,0.199,0.499,166.829
She Came In Through The Bathroom Window - Remastered,Abbey Road (Remastered),9/26/69,17,7,"The Beatles,",118626,13,,2,1,4,0.00376,0.53,0.72,3.38E-05,0.314,-8.793,0.0338,0.69,80.652
Golden Slumbers - Remastered,Abbey Road (Remastered),9/26/69,17,13,"The Beatles,",91760,14,,0,1,4,0.326,0.419,0.152,0.0034,0.113,-12.126,0.0277,0.239,80.608
Carry That Weight - Remastered,Abbey Road (Remastered),9/26/69,17,7,"The Beatles,",96466,15,,0,1,4,0.226,0.543,0.458,0.00663,0.298,-8.976,0.0274,0.704,84.319
The End - Remastered,Abbey Road (Remastered),9/26/69,17,6,"The Beatles,",141613,16,,11,0,1,0.00101,0.647,0.487,0.285,0.138,-10.119,0.0689,0.222,123.444
Her Majesty - Remastered,Abbey Road (Remastered),9/26/69,17,1,"The Beatles,",25986,17,,2,1,3,0.728,0.703,0.215,1.23E-06,0.13,-23.03,0.0892,0.522,100.874
Tie Your Mother Down - Remastered 2011,A Day At The Races (2011 Remaster),12/10/76,10,18,"Queen,",287426,1,,2,1,4,0.101,0.235,0.891,0.00018,0.373,-5.519,0.0767,0.167,135.187
You Take My Breath Away - Remastered 2011,A Day At The Races (2011 Remaster),12/10/76,10,2,"Queen,",306480,2,,3,1,4,0.95,0.234,0.215,6.17E-05,0.27,-15.07,0.0467,0.075,187.951
Long Away - Remastered 2011,A Day At The Races (2011 Remaster),12/10/76,10,0,"Queen,",213413,3,,9,1,4,0.17,0.483,0.761,1.47E-06,0.255,-6.435,0.0415,0.305,116.873
The Millionaire Waltz - Remastered 2011,A Day At The Races (2011 Remaster),12/10/76,10,3,"Queen,",295333,4,,10,1,3,0.607,0.267,0.359,7.65E-06,0.14,-7.527,0.0406,0.344,180.704
You And I - Remastered 2011,A Day At The Races (2011 Remaster),12/10/76,10,1,"Queen,",206146,5,,2,1,4,0.0782,0.527,0.866,0.00472,0.427,-5.717,0.0605,0.523,134.387
Somebody To Love - Remastered 2011,A Day At The Races (2011 Remaster),12/10/76,10,29,"Queen,",296480,6,0.258823529,8,1,3,0.169,0.461,0.69,1.01E-06,0.113,-6.958,0.0611,0.353,110.915
White Man - Remastered 2011,A Day At The Races (2011 Remaster),12/10/76,10,0,"Queen,",298120,7,,7,1,4,0.0925,0.273,0.688,0,0.182,-7.785,0.0695,0.248,143.083
Good Old-Fashioned Lover Boy - Remastered 2011,A Day At The Races (2011 Remaster),12/10/76,10,20,"Queen,",173173,8,,3,1,4,0.603,0.545,0.453,0,0.0571,-6.697,0.0302,0.399,96.82
Drowse - Remastered 2011,A Day At The Races (2011 Remaster),12/10/76,10,1,"Queen,",223293,9,,2,1,3,0.167,0.441,0.573,8.10E-06,0.119,-10.067,0.0337,0.436,145.419
Teo Torriatte (Let Us Cling Together) - Remastered 2011,A Day At The Races (2011 Remaster),12/10/76,10,2,"Queen,",355653,10,,2,1,4,0.676,0.279,0.236,4.44E-06,0.097,-10.093,0.029,0.138,141.194
Second Hand News,Rumours,2/4/77,11,12,"Fleetwood Mac,",173666,1,-0.004016064,9,1,4,0.346,0.716,0.773,0.0779,0.0634,-10.803,0.0913,0.479,117.716
Dreams,Rumours,2/4/77,11,25,"Fleetwood Mac,",254453,2,0.12745098,0,1,4,0.139,0.823,0.338,0.00129,0.5,-15.899,0.0413,0.785,120.473
Never Going Back Again,Rumours,2/4/77,11,12,"Fleetwood Mac,",135133,3,0.107142857,6,1,4,0.832,0.644,0.281,0.386,0.0805,-13.106,0.0371,0.916,176.565
Don't Stop,Rumours,2/4/77,11,22,"Fleetwood Mac,",192133,4,0.026086957,9,1,4,0.0398,0.686,0.632,2.20E-06,0.0686,-11.433,0.0353,0.88,118.965
Go Your Own Way,Rumours,2/4/77,11,29,"Fleetwood Mac,",218400,5,-0.074766355,5,1,4,0.0219,0.597,0.812,0.00106,0.102,-12.062,0.0315,0.823,135.68
Songbird,Rumours,2/4/77,11,10,"Fleetwood Mac,",201039,6,0.645833333,5,1,4,0.987,0.584,0.0605,0.00303,0.0827,-17.338,0.0318,0.386,92.621
The Chain,Rumours,2/4/77,11,21,"Fleetwood Mac,",271000,7,0.190839695,9,1,4,0.0629,0.546,0.529,0.000567,0.0383,-13.6,0.0436,0.574,151.727
You Make Loving Fun,Rumours,2/4/77,11,12,"Fleetwood Mac,",211533,8,0.686567164,7,0,4,0.138,0.626,0.541,0.0121,0.0548,-12.066,0.0275,0.909,126.788
I Don't Want To Know,Rumours,2/4/77,11,2,"Fleetwood Mac,",195493,9,0.446153846,11,1,4,0.179,0.72,0.53,0.00447,0.0607,-12.832,0.0288,0.947,139.481
Oh Daddy,Rumours,2/4/77,11,2,"Fleetwood Mac,",237506,10,0.141304348,2,0,4,0.529,0.563,0.206,2.42E-05,0.0929,-17.564,0.034,0.448,138.201
Gold Dust Woman,Rumours,2/4/77,11,11,"Fleetwood Mac,",302400,11,0.032786885,7,1,4,0.343,0.677,0.458,0.00225,0.0943,-14.684,0.0323,0.648,123.426
Brown Eyed Girl,Blowin' Your Mind!,1967-09,8,77,"Van Morrison,",183306,1,0.024390244,7,1,4,0.182,0.491,0.583,0,0.407,-10.964,0.0376,0.907,150.572
He Ain't Give You None,Blowin' Your Mind!,1967-09,8,32,"Van Morrison,",313240,2,0.161849711,9,1,4,0.0306,0.497,0.479,7.96E-06,0.107,-10.489,0.0309,0.645,163.59
T. B. Sheets,Blowin' Your Mind!,1967-09,8,42,"Van Morrison,",584600,3,,4,0,4,0.0867,0.657,0.387,0.0011,0.158,-14.241,0.0504,0.7,85.375
Spanish Rose,Blowin' Your Mind!,1967-09,8,37,"Van Morrison,",185693,4,0,7,1,4,0.123,0.648,0.608,0,0.136,-11.283,0.14,0.817,89.651
Goodbye Baby (Baby Goodbye),Blowin' Your Mind!,1967-09,8,31,"Van Morrison,",177693,5,0.049295775,4,1,4,0.194,0.636,0.763,0.00627,0.176,-9.207,0.052,0.79,98.696
Ro Ro Rosey,Blowin' Your Mind!,1967-09,8,26,"Van Morrison,",183666,6,0.091666667,7,1,4,0.162,0.717,0.659,0.0126,0.141,-9.458,0.039,0.893,136.162
Who Drove the Red Sports Car,Blowin' Your Mind!,1967-09,8,28,"Van Morrison,",334560,7,0.178571429,7,1,3,0.161,0.649,0.341,0.000805,0.0586,-13.004,0.0819,0.535,129.409
Midnight Special,Blowin' Your Mind!,1967-09,8,28,"Van Morrison,",171306,8,-0.017142857,0,1,4,0.0914,0.705,0.548,0.00108,0.102,-10.974,0.0305,0.878,109.696
Born In The U.S.A.,Born In The U.S.A.,1984,12,36,"Bruce Springsteen,",278826,1,-0.016393443,4,1,4,0.00201,0.397,0.861,2.49E-05,0.35,-12.156,0.0569,0.512,121.856
Cover Me,Born In The U.S.A.,1984,12,16,"Bruce Springsteen,",208240,2,0.051948052,9,0,4,0.0198,0.517,0.776,0.00066,0.0851,-11.476,0.052,0.82,120.571
Darlington County,Born In The U.S.A.,1984,12,13,"Bruce Springsteen,",285720,3,0.087209302,7,1,4,0.0725,0.524,0.914,2.37E-05,0.19,-11.967,0.0379,0.963,119.121
Working On The Highway,Born In The U.S.A.,1984,12,15,"Bruce Springsteen,",192000,4,-0.063380282,0,1,4,0.262,0.418,0.865,0,0.157,-11.658,0.0401,0.971,183.504
